violation_date,borough,count_violation_by_date_borough
3/3/2017,Staten Island,3
3/4/2017,Bronx,4
3/4/2017,Brooklyn,11
3/4/2017,Manhattan,15
3/4/2017,Queens,9
3/4/2017,Staten Island,10
3/5/2017,Brooklyn,2
3/5/2017,Queens,8
3/6/2017,Bronx,16
3/6/2017,Brooklyn,9
3/6/2017,Manhattan,27
3/6/2017,Queens,13
3/7/2017,Bronx,25
3/7/2017,Brooklyn,45
3/7/2017,Manhattan,9
3/7/2017,Queens,12
3/8/2017,Brooklyn,56
3/8/2017,Manhattan,29
3/8/2017,Queens,40
3/8/2017,Staten Island,2
3/9/2017,Bronx,3
3/9/2017,Brooklyn,67
3/9/2017,Manhattan,49
3/9/2017,Queens,1
3/9/2017,Staten Island,3
3/10/2017,Bronx,14
3/10/2017,Brooklyn,41
3/10/2017,Manhattan,51
3/10/2017,Queens,15
3/10/2017,Staten Island,1
3/11/2017,Bronx,10
3/11/2017,Brooklyn,45
3/11/2017,Queens,9
3/11/2017,Staten Island,9
3/12/2017,Brooklyn,1
3/12/2017,Manhattan,6
3/12/2017,Queens,2
3/13/2017,Bronx,23
3/13/2017,Manhattan,35
3/13/2017,Queens,9
3/13/2017,Staten Island,9
3/15/2017,Bronx,3
3/15/2017,Brooklyn,73
3/15/2017,Manhattan,24
3/15/2017,Queens,3
3/15/2017,Staten Island,3
3/16/2017,Bronx,10
3/16/2017,Brooklyn,24
3/16/2017,Manhattan,38
3/16/2017,Staten Island,6
3/17/2017,Bronx,18
3/17/2017,Brooklyn,55
3/17/2017,Manhattan,27
3/17/2017,Outside NYC,27
3/17/2017,Queens,20
3/17/2017,Staten Island,6
3/17/2017,Unknown,1
3/18/2017,Bronx,11
3/18/2017,Brooklyn,11
3/18/2017,Manhattan,2
3/19/2017,Bronx,14
3/19/2017,Manhattan,5
3/20/2017,Bronx,26
3/20/2017,Manhattan,36
3/20/2017,Queens,19
3/20/2017,Staten Island,9
3/21/2017,Bronx,7
3/21/2017,Brooklyn,60
3/21/2017,Manhattan,5
3/21/2017,Queens,12
3/21/2017,Staten Island,11
3/22/2017,Bronx,1
3/22/2017,Brooklyn,78
3/22/2017,Manhattan,39
3/22/2017,Outside NYC,9
3/22/2017,Queens,9
3/22/2017,Staten Island,5
3/23/2017,Bronx,11
3/23/2017,Brooklyn,84
3/23/2017,Manhattan,23
3/23/2017,Queens,9
3/23/2017,Staten Island,3
3/24/2017,Bronx,24
3/24/2017,Brooklyn,47
3/24/2017,Manhattan,40
3/24/2017,Queens,22
3/24/2017,Staten Island,6
3/25/2017,Bronx,2
3/25/2017,Manhattan,1
3/25/2017,Queens,11
3/25/2017,Staten Island,7
3/26/2017,Bronx,3
3/26/2017,Brooklyn,1
3/26/2017,Queens,13
3/27/2017,Bronx,13
3/27/2017,Brooklyn,9
3/27/2017,Manhattan,50
3/27/2017,Queens,17
3/28/2017,Bronx,23
3/28/2017,Brooklyn,49
3/28/2017,Manhattan,4
3/28/2017,Queens,13
3/30/2017,Bronx,8
3/30/2017,Brooklyn,83
3/30/2017,Manhattan,27
3/30/2017,Staten Island,8
3/30/2017,Unknown,9
3/31/2017,Bronx,19
3/31/2017,Brooklyn,47
3/31/2017,Manhattan,19
3/31/2017,Queens,32
3/31/2017,Staten Island,3
4/1/2017,Brooklyn,7
4/1/2017,Queens,4
4/2/2017,Bronx,1
4/2/2017,Brooklyn,15
4/3/2017,Bronx,29
4/3/2017,Manhattan,44
4/3/2017,Outside NYC,2
4/3/2017,Queens,17
4/4/2017,Bronx,26
4/4/2017,Brooklyn,54
4/4/2017,Manhattan,9
4/4/2017,Queens,31
4/5/2017,Brooklyn,50
4/5/2017,Manhattan,20
4/5/2017,Queens,26
4/5/2017,Staten Island,3
4/6/2017,Bronx,2
4/6/2017,Brooklyn,49
4/6/2017,Manhattan,28
4/6/2017,Staten Island,1
4/7/2017,Bronx,22
4/7/2017,Brooklyn,51
4/7/2017,Manhattan,24
4/7/2017,Queens,7
4/7/2017,Staten Island,7
4/8/2017,Bronx,6
4/8/2017,Queens,8
4/8/2017,Staten Island,9
4/10/2017,Bronx,14
4/10/2017,Brooklyn,11
4/10/2017,Manhattan,34
4/10/2017,Queens,12
4/10/2017,Staten Island,9
4/11/2017,Bronx,20
4/11/2017,Brooklyn,50
4/11/2017,Manhattan,21
4/11/2017,Queens,22
4/12/2017,Brooklyn,24
4/12/2017,Manhattan,26
4/12/2017,Queens,27
4/12/2017,Staten Island,5
4/13/2017,Bronx,13
4/13/2017,Brooklyn,32
4/13/2017,Manhattan,50
4/13/2017,Outside NYC,7
4/13/2017,Staten Island,9
4/14/2017,Bronx,26
4/14/2017,Brooklyn,19
4/14/2017,Manhattan,38
4/14/2017,Queens,14
4/14/2017,Staten Island,7
4/15/2017,Queens,1
4/17/2017,Bronx,20
4/17/2017,Brooklyn,12
4/17/2017,Manhattan,33
4/17/2017,Queens,17
4/17/2017,Staten Island,1
4/18/2017,Bronx,29
4/18/2017,Brooklyn,57
4/18/2017,Outside NYC,19
4/18/2017,Queens,14
4/19/2017,Bronx,1
4/19/2017,Brooklyn,55
4/19/2017,Manhattan,44
4/19/2017,Queens,15
4/19/2017,Staten Island,13
4/20/2017,Bronx,6
4/20/2017,Brooklyn,46
4/20/2017,Manhattan,46
4/20/2017,Queens,4
4/20/2017,Staten Island,11
4/21/2017,Bronx,32
4/21/2017,Brooklyn,55
4/21/2017,Manhattan,42
4/21/2017,Queens,12
4/21/2017,Staten Island,8
4/23/2017,Bronx,4
4/23/2017,Brooklyn,5
4/23/2017,Queens,7
4/23/2017,Staten Island,2
4/24/2017,Bronx,21
4/24/2017,Brooklyn,7
4/24/2017,Manhattan,39
4/24/2017,Outside NYC,6
4/24/2017,Queens,32
4/24/2017,Staten Island,21
4/25/2017,Bronx,14
4/25/2017,Brooklyn,63
4/25/2017,Queens,12
4/26/2017,Bronx,19
4/26/2017,Brooklyn,63
4/26/2017,Manhattan,16
4/26/2017,Queens,18
4/26/2017,Staten Island,6
4/27/2017,Bronx,14
4/27/2017,Brooklyn,62
4/27/2017,Manhattan,69
4/27/2017,Queens,2
4/27/2017,Staten Island,2
4/28/2017,Bronx,6
4/28/2017,Brooklyn,76
4/28/2017,Manhattan,28
4/28/2017,Queens,17
4/28/2017,Staten Island,5
4/28/2017,Unknown,9
4/29/2017,Brooklyn,1
4/29/2017,Manhattan,20
4/29/2017,Staten Island,8
4/30/2017,Brooklyn,6
4/30/2017,Queens,5
5/1/2017,Bronx,27
5/1/2017,Manhattan,68
5/1/2017,Queens,20
5/1/2017,Staten Island,5
5/2/2017,Bronx,8
5/2/2017,Brooklyn,47
5/2/2017,Manhattan,1
5/2/2017,Queens,14
5/2/2017,Staten Island,12
5/3/2017,Bronx,3
5/3/2017,Brooklyn,50
5/3/2017,Manhattan,44
5/3/2017,Outside NYC,1
5/3/2017,Queens,12
5/3/2017,Staten Island,11
5/4/2017,Bronx,21
5/4/2017,Brooklyn,53
5/4/2017,Manhattan,57
5/4/2017,Outside NYC,13
5/4/2017,Queens,4
5/4/2017,Staten Island,9
5/5/2017,Bronx,28
5/5/2017,Brooklyn,40
5/5/2017,Manhattan,18
5/5/2017,Queens,13
5/5/2017,Staten Island,8
5/6/2017,Bronx,12
5/6/2017,Brooklyn,21
5/6/2017,Manhattan,13
5/6/2017,Queens,32
5/6/2017,Staten Island,5
5/7/2017,Bronx,2
5/7/2017,Brooklyn,12
5/8/2017,Bronx,33
5/8/2017,Manhattan,54
5/8/2017,Queens,16
5/8/2017,Staten Island,12
5/9/2017,Bronx,34
5/9/2017,Brooklyn,30
5/9/2017,Manhattan,1
5/9/2017,Queens,28
5/10/2017,Bronx,8
5/10/2017,Brooklyn,80
5/10/2017,Manhattan,22
5/10/2017,Queens,29
5/10/2017,Staten Island,14
5/11/2017,Bronx,17
5/11/2017,Brooklyn,72
5/11/2017,Manhattan,69
5/11/2017,Queens,12
5/11/2017,Staten Island,2
5/12/2017,Bronx,46
5/12/2017,Brooklyn,62
5/12/2017,Manhattan,20
5/12/2017,Queens,29
5/12/2017,Staten Island,19
5/12/2017,Unknown,2
5/13/2017,Bronx,4
5/13/2017,Brooklyn,8
5/13/2017,Manhattan,35
5/13/2017,Staten Island,14
5/14/2017,Bronx,4
5/14/2017,Brooklyn,13
5/14/2017,Manhattan,7
5/14/2017,Queens,8
5/15/2017,Bronx,22
5/15/2017,Manhattan,37
5/15/2017,Queens,13
5/15/2017,Staten Island,6
5/16/2017,Bronx,11
5/16/2017,Brooklyn,58
5/16/2017,Manhattan,4
5/16/2017,Queens,37
5/17/2017,Bronx,10
5/17/2017,Brooklyn,69
5/17/2017,Manhattan,28
5/17/2017,Queens,20
5/17/2017,Staten Island,16
5/18/2017,Bronx,9
5/18/2017,Brooklyn,70
5/18/2017,Manhattan,41
5/18/2017,Queens,2
5/18/2017,Staten Island,1
5/19/2017,Bronx,25
5/19/2017,Brooklyn,46
5/19/2017,Manhattan,29
5/19/2017,Outside NYC,4
5/19/2017,Queens,17
5/19/2017,Staten Island,9
5/20/2017,Bronx,10
5/20/2017,Brooklyn,20
5/20/2017,Manhattan,26
5/20/2017,Queens,2
5/22/2017,Bronx,24
5/22/2017,Brooklyn,7
5/22/2017,Manhattan,54
5/22/2017,Queens,31
5/22/2017,Staten Island,8
5/23/2017,Manhattan,3
5/24/2017,Bronx,2
5/24/2017,Brooklyn,60
5/24/2017,Manhattan,8
5/24/2017,Queens,30
5/24/2017,Staten Island,6
5/25/2017,Bronx,15
5/25/2017,Brooklyn,77
5/25/2017,Manhattan,35
5/25/2017,Queens,10
5/25/2017,Staten Island,17
5/26/2017,Bronx,25
5/26/2017,Brooklyn,46
5/26/2017,Manhattan,22
5/26/2017,Queens,16
5/26/2017,Staten Island,20
5/27/2017,Manhattan,20
5/27/2017,Queens,15
5/27/2017,Staten Island,2
5/28/2017,Manhattan,4
5/30/2017,Bronx,43
5/30/2017,Outside NYC,10
5/30/2017,Queens,30
5/31/2017,Bronx,5
5/31/2017,Brooklyn,57
5/31/2017,Manhattan,39
5/31/2017,Queens,31
5/31/2017,Staten Island,19
6/1/2017,Bronx,25
6/1/2017,Brooklyn,54
6/1/2017,Manhattan,40
6/1/2017,Queens,5
6/1/2017,Staten Island,5
6/2/2017,Bronx,40
6/2/2017,Brooklyn,65
6/2/2017,Manhattan,65
6/2/2017,Outside NYC,4
6/2/2017,Queens,22
6/2/2017,Staten Island,8
6/3/2017,Brooklyn,12
6/3/2017,Manhattan,8
6/3/2017,Queens,12
6/3/2017,Staten Island,1
6/4/2017,Bronx,9
6/4/2017,Brooklyn,2
6/4/2017,Manhattan,14
6/5/2017,Bronx,39
6/5/2017,Brooklyn,3
6/5/2017,Manhattan,39
6/5/2017,Queens,40
6/5/2017,Staten Island,12
6/6/2017,Bronx,22
6/6/2017,Brooklyn,41
6/6/2017,Manhattan,2
6/6/2017,Queens,33
6/7/2017,Bronx,1
6/7/2017,Brooklyn,57
6/7/2017,Manhattan,28
6/7/2017,Queens,21
6/8/2017,Bronx,25
6/8/2017,Brooklyn,57
6/8/2017,Manhattan,38
6/8/2017,Staten Island,10
6/9/2017,Bronx,38
6/9/2017,Brooklyn,66
6/9/2017,Manhattan,62
6/9/2017,Queens,28
6/9/2017,Staten Island,8
6/10/2017,Brooklyn,28
6/10/2017,Manhattan,23
6/10/2017,Queens,3
6/10/2017,Staten Island,7
6/11/2017,Bronx,3
6/11/2017,Brooklyn,5
6/11/2017,Manhattan,2
6/11/2017,Queens,1
6/12/2017,Bronx,27
6/12/2017,Brooklyn,16
6/12/2017,Manhattan,55
6/12/2017,Queens,26
6/12/2017,Staten Island,2
6/13/2017,Bronx,17
6/13/2017,Brooklyn,39
6/13/2017,Manhattan,1
6/13/2017,Queens,22
6/14/2017,Brooklyn,54
6/14/2017,Manhattan,21
6/14/2017,Queens,38
6/14/2017,Staten Island,6
6/15/2017,Bronx,13
6/15/2017,Brooklyn,70
6/15/2017,Manhattan,32
6/15/2017,Staten Island,3
6/16/2017,Bronx,22
6/16/2017,Brooklyn,28
6/16/2017,Manhattan,39
6/16/2017,Queens,30
6/16/2017,Staten Island,2
6/17/2017,Bronx,9
6/17/2017,Brooklyn,19
6/17/2017,Manhattan,11
6/17/2017,Queens,12
6/17/2017,Staten Island,6
6/19/2017,Bronx,23
6/19/2017,Brooklyn,11
6/19/2017,Manhattan,35
6/19/2017,Queens,35
6/19/2017,Staten Island,3
6/20/2017,Bronx,16
6/20/2017,Brooklyn,69
6/20/2017,Manhattan,9
6/20/2017,Queens,44
6/21/2017,Bronx,1
6/21/2017,Brooklyn,61
6/21/2017,Manhattan,9
6/21/2017,Queens,24
6/22/2017,Bronx,1
6/22/2017,Bronx,16
6/22/2017,Brooklyn,70
6/22/2017,Manhattan,78
6/22/2017,Queens,1
6/22/2017,Staten Island,1
6/23/2017,Bronx,12
6/23/2017,Brooklyn,43
6/23/2017,Manhattan,44
6/23/2017,Queens,16
6/24/2017,Brooklyn,3
6/26/2017,Bronx,6
6/26/2017,Brooklyn,10
6/26/2017,Manhattan,23
6/26/2017,Queens,44
6/26/2017,Staten Island,6
6/27/2017,Bronx,36
6/27/2017,Brooklyn,48
6/27/2017,Manhattan,2
6/27/2017,Queens,22
6/28/2017,Brooklyn,77
6/28/2017,Manhattan,47
6/28/2017,Outside NYC,13
6/28/2017,Queens,39
6/28/2017,Staten Island,14
6/29/2017,Bronx,15
6/29/2017,Brooklyn,55
6/29/2017,Manhattan,49
6/29/2017,Queens,1
6/30/2017,Brooklyn,1
6/30/2017,Bronx,22
6/30/2017,Brooklyn,51
6/30/2017,Manhattan,45
6/30/2017,Queens,14
6/30/2017,Staten Island,3
7/1/2017,Manhattan,1
7/3/2017,Bronx,41
7/3/2017,Brooklyn,3
7/3/2017,Manhattan,8
7/3/2017,Queens,24
7/5/2017,Bronx,11
7/5/2017,Brooklyn,30
7/5/2017,Manhattan,7
7/5/2017,Queens,22
7/5/2017,Staten Island,1
7/6/2017,Bronx,21
7/6/2017,Brooklyn,37
7/6/2017,Manhattan,31
7/6/2017,Queens,8
7/6/2017,Staten Island,1
7/7/2017,Bronx,24
7/7/2017,Brooklyn,44
7/7/2017,Manhattan,7
7/7/2017,Queens,25
7/7/2017,Staten Island,2
7/10/2017,Bronx,25
7/10/2017,Manhattan,16
7/10/2017,Queens,20
7/11/2017,Bronx,7
7/11/2017,Brooklyn,33
7/11/2017,Manhattan,8
7/11/2017,Queens,22
7/12/2017,Bronx,1
7/12/2017,Brooklyn,62
7/12/2017,Manhattan,16
7/12/2017,Queens,16
7/13/2017,Bronx,10
7/13/2017,Brooklyn,50
7/13/2017,Manhattan,26
7/13/2017,Outside NYC,10
7/13/2017,Queens,8
7/13/2017,Staten Island,7
7/14/2017,Bronx,15
7/14/2017,Brooklyn,69
7/14/2017,Manhattan,41
7/14/2017,Outside NYC,9
7/14/2017,Queens,25
7/14/2017,Staten Island,18
7/15/2017,Manhattan,1
7/17/2017,Bronx,10
7/17/2017,Brooklyn,36
7/17/2017,Manhattan,35
7/17/2017,Queens,23
7/17/2017,Staten Island,6
7/18/2017,Bronx,24
7/18/2017,Brooklyn,52
7/18/2017,Manhattan,13
7/18/2017,Queens,18
7/19/2017,Bronx,1
7/19/2017,Brooklyn,5
7/19/2017,Manhattan,7
7/19/2017,Queens,21
7/19/2017,Staten Island,5
7/20/2017,Bronx,14
7/20/2017,Brooklyn,59
7/20/2017,Manhattan,15
7/20/2017,Staten Island,9
7/21/2017,Queens,1
7/22/2017,Bronx,1
7/22/2017,Queens,3
7/23/2017,Bronx,3
7/23/2017,Manhattan,2
7/24/2017,Bronx,36
7/24/2017,Brooklyn,14
7/24/2017,Manhattan,37
7/24/2017,Queens,22
7/24/2017,Staten Island,8
7/25/2017,Bronx,24
7/25/2017,Brooklyn,37
7/25/2017,Manhattan,2
7/25/2017,Queens,22
7/26/2017,Bronx,21
7/26/2017,Brooklyn,42
7/26/2017,Manhattan,15
7/26/2017,Queens,16
7/26/2017,Staten Island,1
7/27/2017,Bronx,9
7/27/2017,Brooklyn,43
7/27/2017,Manhattan,28
7/27/2017,Staten Island,1
7/28/2017,Bronx,21
7/28/2017,Brooklyn,30
7/28/2017,Manhattan,37
7/28/2017,Queens,18
7/28/2017,Staten Island,2
7/29/2017,Manhattan,3
7/31/2017,Bronx,43
7/31/2017,Brooklyn,1
7/31/2017,Manhattan,47
7/31/2017,Queens,30
7/31/2017,Staten Island,9
8/1/2017,Bronx,27
8/1/2017,Brooklyn,37
8/1/2017,Manhattan,29
8/1/2017,Queens,21
8/2/2017,Bronx,2
8/2/2017,Brooklyn,50
8/2/2017,Manhattan,31
8/2/2017,Queens,29
8/2/2017,Staten Island,4
8/3/2017,Bronx,20
8/3/2017,Brooklyn,59
8/3/2017,Manhattan,31
8/3/2017,Outside NYC,11
8/3/2017,Queens,10
8/3/2017,Staten Island,10
8/4/2017,Bronx,39
8/4/2017,Brooklyn,25
8/4/2017,Manhattan,25
8/4/2017,Queens,13
8/5/2017,Manhattan,5
8/6/2017,Manhattan,2
8/7/2017,Bronx,27
8/7/2017,Brooklyn,6
8/7/2017,Manhattan,29
8/7/2017,Queens,15
8/8/2017,Bronx,32
8/8/2017,Brooklyn,47
8/8/2017,Queens,26
8/9/2017,Bronx,1
8/9/2017,Brooklyn,60
8/9/2017,Manhattan,7
8/9/2017,Queens,39
8/9/2017,Staten Island,2
8/10/2017,Bronx,22
8/10/2017,Brooklyn,57
8/10/2017,Manhattan,27
8/10/2017,Staten Island,4
8/11/2017,Bronx,23
8/11/2017,Brooklyn,46
8/11/2017,Manhattan,23
8/11/2017,Queens,34
8/12/2017,Manhattan,2
8/14/2017,Bronx,43
8/14/2017,Brooklyn,12
8/14/2017,Manhattan,17
8/14/2017,Queens,36
8/14/2017,Staten Island,2
8/15/2017,Bronx,49
8/15/2017,Brooklyn,37
8/15/2017,Manhattan,2
8/15/2017,Queens,30
8/16/2017,Bronx,2
8/16/2017,Brooklyn,38
8/16/2017,Manhattan,49
8/16/2017,Queens,27
8/16/2017,Staten Island,1
8/17/2017,Bronx,22
8/17/2017,Brooklyn,65
8/17/2017,Manhattan,18
8/17/2017,Queens,2
8/17/2017,Staten Island,8
8/18/2017,Bronx,17
8/18/2017,Brooklyn,22
8/18/2017,Manhattan,17
8/18/2017,Outside NYC,3
8/18/2017,Queens,18
8/19/2017,Manhattan,1
8/21/2017,Bronx,41
8/21/2017,Brooklyn,1
8/21/2017,Manhattan,38
8/21/2017,Outside NYC,9
8/21/2017,Queens,32
8/21/2017,Staten Island,9
8/22/2017,Bronx,18
8/22/2017,Brooklyn,26
8/22/2017,Manhattan,19
8/22/2017,Queens,20
8/23/2017,Bronx,6
8/23/2017,Brooklyn,52
8/23/2017,Manhattan,14
8/23/2017,Queens,28
8/23/2017,Staten Island,3
8/24/2017,Bronx,8
8/24/2017,Brooklyn,42
8/24/2017,Manhattan,27
8/24/2017,Staten Island,6
8/25/2017,Bronx,11
8/25/2017,Brooklyn,44
8/25/2017,Manhattan,10
8/25/2017,Queens,13
8/27/2017,Bronx,1
8/28/2017,Bronx,22
8/28/2017,Brooklyn,13
8/28/2017,Manhattan,37
8/28/2017,Queens,36
8/28/2017,Staten Island,5
8/29/2017,Bronx,23
8/29/2017,Brooklyn,47
8/29/2017,Manhattan,14
8/29/2017,Queens,21
8/29/2017,Staten Island,5
8/30/2017,Bronx,2
8/30/2017,Brooklyn,59
8/30/2017,Manhattan,25
8/30/2017,Queens,43
8/30/2017,Staten Island,4
8/31/2017,Bronx,14
8/31/2017,Brooklyn,53
8/31/2017,Manhattan,42
8/31/2017,Queens,3
9/1/2017,Bronx,13
9/1/2017,Brooklyn,25
9/1/2017,Manhattan,7
9/1/2017,Queens,19
9/5/2017,Bronx,58
9/5/2017,Brooklyn,14
9/5/2017,Queens,27
9/6/2017,Bronx,9
9/6/2017,Brooklyn,41
9/6/2017,Manhattan,25
9/6/2017,Queens,48
9/6/2017,Staten Island,3
9/7/2017,Bronx,15
9/7/2017,Brooklyn,19
9/7/2017,Manhattan,28
9/7/2017,Staten Island,8
9/8/2017,Bronx,27
9/8/2017,Brooklyn,21
9/8/2017,Manhattan,18
9/8/2017,Queens,26
9/8/2017,Staten Island,7
9/9/2017,Bronx,5
9/9/2017,Brooklyn,5
9/9/2017,Manhattan,5
9/9/2017,Queens,3
9/10/2017,Bronx,7
9/10/2017,Queens,10
9/11/2017,Bronx,31
9/11/2017,Manhattan,22
9/11/2017,Outside NYC,1
9/11/2017,Queens,42
9/11/2017,Staten Island,6
9/12/2017,Bronx,26
9/12/2017,Brooklyn,21
9/12/2017,Queens,23
9/13/2017,Brooklyn,50
9/13/2017,Manhattan,26
9/13/2017,Queens,32
9/13/2017,Staten Island,3
9/14/2017,Bronx,4
9/14/2017,Brooklyn,73
9/14/2017,Manhattan,26
9/14/2017,Queens,8
9/14/2017,Staten Island,3
9/15/2017,Brooklyn,1
9/15/2017,Bronx,24
9/15/2017,Brooklyn,50
9/15/2017,Manhattan,32
9/15/2017,Queens,38
9/15/2017,Staten Island,3
9/16/2017,Bronx,22
9/16/2017,Brooklyn,26
9/16/2017,Staten Island,5
9/17/2017,Brooklyn,52
9/17/2017,Manhattan,3
9/17/2017,Queens,2
9/18/2017,Bronx,15
9/18/2017,Brooklyn,3
9/18/2017,Manhattan,29
9/18/2017,Queens,22
9/19/2017,Bronx,28
9/19/2017,Brooklyn,65
9/19/2017,Queens,37
9/20/2017,Bronx,2
9/20/2017,Brooklyn,28
9/20/2017,Manhattan,14
9/20/2017,Queens,30
9/20/2017,Staten Island,3
9/21/2017,Bronx,18
9/21/2017,Brooklyn,44
9/21/2017,Manhattan,26
9/21/2017,Queens,7
9/22/2017,Bronx,16
9/22/2017,Brooklyn,42
9/22/2017,Manhattan,30
9/22/2017,Queens,20
9/23/2017,Brooklyn,14
9/23/2017,Manhattan,26
9/24/2017,Bronx,10
9/24/2017,Brooklyn,28
9/24/2017,Queens,2
9/25/2017,Bronx,27
9/25/2017,Brooklyn,12
9/25/2017,Manhattan,32
9/25/2017,Outside NYC,2
9/25/2017,Queens,17
9/26/2017,Bronx,22
9/26/2017,Brooklyn,28
9/26/2017,Manhattan,11
9/26/2017,Queens,10
9/27/2017,Brooklyn,74
9/27/2017,Manhattan,41
9/27/2017,Queens,21
9/28/2017,Bronx,6
9/28/2017,Brooklyn,64
9/28/2017,Manhattan,40
9/28/2017,Queens,1
9/28/2017,Staten Island,2
9/29/2017,Bronx,22
9/29/2017,Brooklyn,49
9/29/2017,Manhattan,40
9/29/2017,Queens,21
9/30/2017,Bronx,12
9/30/2017,Brooklyn,15
10/1/2017,Bronx,6
10/1/2017,Brooklyn,6
10/1/2017,Queens,6
10/1/2017,Staten Island,7
10/2/2017,Bronx,12
10/2/2017,Brooklyn,9
10/2/2017,Manhattan,26
10/2/2017,Queens,41
10/2/2017,Staten Island,4
10/3/2017,Bronx,15
10/3/2017,Brooklyn,51
10/3/2017,Manhattan,1
10/3/2017,Queens,28
10/4/2017,Bronx,1
10/4/2017,Brooklyn,47
10/4/2017,Manhattan,31
10/4/2017,Queens,37
10/4/2017,Staten Island,3
10/5/2017,Bronx,14
10/5/2017,Brooklyn,67
10/5/2017,Manhattan,18
10/5/2017,Queens,2
10/6/2017,Bronx,6
10/6/2017,Brooklyn,36
10/6/2017,Manhattan,10
10/6/2017,Queens,18
10/7/2017,Bronx,9
10/7/2017,Manhattan,8
10/7/2017,Queens,12
10/8/2017,Bronx,1
10/10/2017,Bronx,3
10/10/2017,Brooklyn,1
10/10/2017,Outside NYC,1
10/10/2017,Queens,34
10/10/2017,Staten Island,1
10/11/2017,Bronx,1
10/11/2017,Brooklyn,40
10/11/2017,Manhattan,25
10/11/2017,Queens,17
10/11/2017,Staten Island,7
10/12/2017,Bronx,23
10/12/2017,Brooklyn,77
10/12/2017,Manhattan,38
10/14/2017,Bronx,2
10/14/2017,Bronx,2
10/14/2017,Brooklyn,6
10/14/2017,Manhattan,1
10/14/2017,Queens,13
10/15/2017,Bronx,23
10/15/2017,Brooklyn,6
10/15/2017,Queens,17
10/16/2017,Bronx,38
10/16/2017,Manhattan,24
10/16/2017,Queens,24
10/17/2017,Bronx,14
10/17/2017,Brooklyn,43
10/17/2017,Queens,30
10/18/2017,Brooklyn,73
10/18/2017,Manhattan,36
10/18/2017,Queens,21
10/18/2017,Staten Island,2
10/19/2017,Bronx,11
10/19/2017,Brooklyn,61
10/19/2017,Manhattan,27
10/19/2017,Queens,1
10/19/2017,Staten Island,4
10/20/2017,Bronx,5
10/20/2017,Brooklyn,54
10/20/2017,Manhattan,22
10/20/2017,Queens,23
10/20/2017,Staten Island,12
10/21/2017,Bronx,9
10/21/2017,Manhattan,3
10/21/2017,Queens,3
10/21/2017,Staten Island,13
10/22/2017,Bronx,15
10/22/2017,Brooklyn,4
10/22/2017,Queens,7
10/23/2017,Bronx,21
10/23/2017,Brooklyn,1
10/23/2017,Manhattan,22
10/23/2017,Queens,32
10/23/2017,Staten Island,3
10/24/2017,Bronx,21
10/24/2017,Brooklyn,44
10/24/2017,Manhattan,5
10/24/2017,Queens,25
10/25/2017,Bronx,5
10/25/2017,Brooklyn,78
10/25/2017,Manhattan,14
10/25/2017,Queens,27
10/25/2017,Staten Island,2
10/26/2017,Bronx,21
10/26/2017,Brooklyn,73
10/26/2017,Manhattan,26
10/26/2017,Queens,2
10/26/2017,Staten Island,1
10/27/2017,Bronx,4
10/27/2017,Brooklyn,31
10/27/2017,Manhattan,31
10/27/2017,Outside NYC,1
10/27/2017,Queens,31
10/27/2017,Staten Island,3
10/28/2017,Bronx,21
10/28/2017,Staten Island,14
10/29/2017,Brooklyn,27
10/29/2017,Queens,7
10/29/2017,Staten Island,7
10/30/2017,Bronx,24
10/30/2017,Brooklyn,5
10/30/2017,Manhattan,29
10/30/2017,Queens,19
10/30/2017,Staten Island,5
10/31/2017,Bronx,25
10/31/2017,Brooklyn,50
10/31/2017,Manhattan,1
10/31/2017,Queens,22
11/1/2017,Bronx,2
11/1/2017,Brooklyn,65
11/1/2017,Manhattan,26
11/1/2017,Queens,23
11/1/2017,Staten Island,1
11/2/2017,Bronx,3
11/2/2017,Bronx,19
11/2/2017,Brooklyn,61
11/2/2017,Manhattan,26
11/2/2017,Queens,1
11/2/2017,Staten Island,6
11/3/2017,Bronx,15
11/3/2017,Brooklyn,48
11/3/2017,Manhattan,23
11/3/2017,Queens,15
11/3/2017,Unknown,1
11/4/2017,Bronx,3
11/4/2017,Brooklyn,3
11/4/2017,Manhattan,8
11/4/2017,Queens,13
11/4/2017,Staten Island,4
11/5/2017,Bronx,1
11/6/2017,Bronx,18
11/6/2017,Manhattan,9
11/6/2017,Queens,22
11/6/2017,Staten Island,1
11/8/2017,Brooklyn,1
11/8/2017,Bronx,1
11/8/2017,Brooklyn,30
11/8/2017,Manhattan,2
11/8/2017,Queens,20
11/9/2017,Bronx,26
11/9/2017,Brooklyn,45
11/9/2017,Manhattan,37
11/9/2017,Queens,1
11/9/2017,Staten Island,5
11/11/2017,Bronx,7
11/11/2017,Queens,24
11/12/2017,Bronx,4
11/12/2017,Queens,11
11/13/2017,Bronx,20
11/13/2017,Manhattan,29
11/13/2017,Queens,17
11/13/2017,Staten Island,4
11/14/2017,Bronx,28
11/14/2017,Brooklyn,35
11/14/2017,Queens,37
11/15/2017,Brooklyn,36
11/15/2017,Manhattan,23
11/15/2017,Queens,35
11/16/2017,Bronx,13
11/16/2017,Brooklyn,75
11/16/2017,Manhattan,12
11/16/2017,Staten Island,1
11/17/2017,Bronx,27
11/17/2017,Brooklyn,42
11/17/2017,Manhattan,18
11/17/2017,Queens,26
11/18/2017,Brooklyn,9
